"title","location","rent_per_month","rooms","area_sq_m","czynsz","url"
"Pierwszy najem, klimatyzacja, umeblowane, ogródek","dolnośląskie","6800","4","87","+ czynsz: poszukaj w opisie","/pl/oferta/pierwszy-najem-klimatyzacja-umeblowane-ogrodek-ID4kAPZ"
"Kawalerka przy Traugutta ANGEL CITY","Śródmieście","2500","1","28","+ czynsz: 500 zł/miesiąc","/pl/oferta/kawalerka-przy-traugutta-angel-city-ID4g4T0"
"Słoneczne, ciche, duży taras, garaż, Krzyki","Krzyki","3900","4","80","+ czynsz: 600 zł/miesiąc","/pl/oferta/sloneczne-ciche-duzy-taras-garaz-krzyki-ID4kvyZ"
"STUDIO SMART 19m2 z balkonem","Krzyki","1700","1","19","+ czynsz: 300 zł/miesiąc","/pl/oferta/studio-smart-19m2-z-balkonem-ID4jycK"
"nowe – Białowieska 114/52 - bez pośredników","Fabryczna","2789","2","39.84","+ czynsz: 359 zł/miesiąc","/pl/oferta/nowe-bialowieska-114-52-bez-posrednikow-ID4k0GT"
"Wyjątkowy apartament na Kępie! Garaż Klimatyzacja!","Śródmieście","4700","3","73","+ czynsz: 1000 zł/miesiąc","/pl/oferta/wyjatkowy-apartament-na-kepie-garaz-klimatyzacja-ID48Kp6"
"CENTRUM! 3 pokoje, balkon, piwnica, parking, klima","Stare Miasto","3850","3","64","+ czynsz: 700 zł/miesiąc","/pl/oferta/centrum-3-pokoje-balkon-piwnica-parking-klima-ID4kqSK"
"Kawalerka w domu jednorodzinnym","Psie Pole","2100","1","30","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-w-domu-jednorodzinnym-ID4kFWz"
"Pierwszy Najem * Winda * Tramwaj * Media Miejskie","Stare Miasto","3100","1","31","+ czynsz: 500 zł/miesiąc","/pl/oferta/pierwszy-najem-winda-tramwaj-media-miejskie-ID4kFWp"
"ul.Grabiszyńska_Duży_Balkon_Komórka_Parking","Fabryczna","3200","2","48","+ czynsz: 750 zł/miesiąc","/pl/oferta/ul-grabiszynska-duzy-balkon-komorka-parking-ID4kFW9"
"LUX Apartament przy Sky Tower | ul. Gwiaździsta","Krzyki","5500","3","56","+ czynsz: 600 zł/miesiąc","/pl/oferta/lux-apartament-przy-sky-tower-ul-gwiazdzista-ID4kp40"
"Apartament LOFT Angel City, Siłownia i SPA","Stare Miasto","5500","1","57","+ czynsz: 1000 zł/miesiąc","/pl/oferta/apartament-loft-angel-city-silownia-i-spa-ID4kwx9"
"3 pokoje | tramwaj | park | widok na panoramę!","Krzyki","3000","3","57","+ czynsz: 950 zł/miesiąc","/pl/oferta/3-pokoje-tramwaj-park-widok-na-panorame-ID4kFTt"
"Dom_Wynajem_Ogród_Taras_Wojnów","Psie Pole","5500","3","90","+ czynsz: 800 zł/miesiąc","/pl/oferta/dom-wynajem-ogrod-taras-wojnow-ID4kFTe"
"Kawalerka z balkonem i garderobą w centrum","Krzyki","2100","1","34","+ czynsz: 500 zł/miesiąc","/pl/oferta/kawalerka-z-balkonem-i-garderoba-w-centrum-ID4kFSQ"
"Apartament ; FV ; nad Odrą ; Na Grobli ; 48 m2","Krzyki","4500","2","48","+ czynsz: 650 zł/miesiąc","/pl/oferta/apartament-fv-nad-odra-na-grobli-48-m2-ID4cLdr"
"Wysoki standard / mieszkanie 90m / ogród / parking","Psie Pole","4000","3","90","+ czynsz: 1000 zł/miesiąc","/pl/oferta/wysoki-standard-mieszkanie-90m-ogrod-parking-ID4dH8v"
"Hallera | Grabiszyńska | 75m2 | Ogrody Grab |Garaż","Fabryczna","3900","3","75","+ czynsz: 1200 zł/miesiąc","/pl/oferta/hallera-grabiszynska-75m2-ogrody-grab-garaz-ID4kHpZ"
"Mieszkanie z garażem 2pokoje W-aw, ul.Skrzydlata","Fabryczna","3000","2","49","+ czynsz: 578 zł/miesiąc","/pl/oferta/mieszkanie-z-garazem-2pokoje-w-aw-ul-skrzydlata-ID3FgYI"
"2 - pokojowe | słoneczne | loggia z widokiem!!","Psie Pole","2450","2","50.6","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokojowe-sloneczne-loggia-z-widokiem-ID4k7VF"
"Mieszkanie 2 pokojowe ul.Piekna Wrocław krzyki","Krzyki","2700","2","44","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-2-pokojowe-ul-piekna-wroclaw-krzyki-ID4kFRW"
"Do wynajęcia ładne, 2 pokojowe mieszkanie 50 m2","Psie Pole","2800","2","49.19","+ czynsz: 400 zł/miesiąc","/pl/oferta/do-wynajecia-ladne-2-pokojowe-mieszkanie-50-m2-ID4kmh7"
"Urocza kawalerka z ogródkiem - Tarnogaj","Krzyki","2300","1","30","+ czynsz: 500 zł/miesiąc","/pl/oferta/urocza-kawalerka-z-ogrodkiem-tarnogaj-ID4kxvV"
"2 pokoje, Krzyki, pierwszy najem, bez pośredników","Krzyki","2700","2","38","+ czynsz: 470 zł/miesiąc","/pl/oferta/2-pokoje-krzyki-pierwszy-najem-bez-posrednikow-ID4kwrN"
"3- pokojowe , osobna kuchnia, blisko Sky Tower","Fabryczna","3000","3","64","+ czynsz: 830 zł/miesiąc","/pl/oferta/3-pokojowe-osobna-kuchnia-blisko-sky-tower-ID46TNs"
"Komfortowe mieszkanie w centrum Wrocławia","Krzyki","3600","2","51","+ czynsz: 500 zł/miesiąc","/pl/oferta/komfortowe-mieszkanie-w-centrum-wroclawia-ID4kFMX"
"Ul.Dmowskiego- 2 pokoje z balkonem w nowym budynku","Śródmieście","3000","2","37","+ czynsz: poszukaj w opisie","/pl/oferta/ul-dmowskiego-2-pokoje-z-balkonem-w-nowym-budynku-ID4fSqa"
"Wrocław, Krzyki, ul. Pułtuska","Krzyki","4400","4","73","+ czynsz: 1200 zł/miesiąc","/pl/oferta/wroclaw-krzyki-ul-pultuska-ID4koWZ"
"Mieszkanie 2 pok. 41M² KRZYKI,-KLECINA ul.Rodzinna","Krzyki","2700","2","41","+ czynsz: 430 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-41m-krzyki-klecina-ul-rodzinna-ID4kyfz"
"2 pok* rozkład* Nadodrze* słoneczne* 48 m2*","Nadodrze","3200","2","48","+ czynsz: 500 zł/miesiąc","/pl/oferta/2-pok-rozklad-nadodrze-sloneczne-48-m2-ID4kFJV"
"Mieszkanie, 70 m², Wrocław","Krzyki","4200","3","70","+ czynsz: 1000 zł/miesiąc","/pl/oferta/mieszkanie-70-m-wroclaw-ID4kFJF"
"Luksusowy apartament z klimatyzacją w centrum","Fabryczna","3800","2","40","+ czynsz: 640 zł/miesiąc","/pl/oferta/luksusowy-apartament-z-klimatyzacja-w-centrum-ID4k81c"
"Luksusowy apartament w centrum Wrocławia","Fabryczna","3400","2","40","+ czynsz: 580 zł/miesiąc","/pl/oferta/luksusowy-apartament-w-centrum-wroclawia-ID4k81t"
"Nowe 2-pokoje z balkonem ul. Jaworska. Faktura VAT","Fabryczna","2600","2","39","+ czynsz: 700 zł/miesiąc","/pl/oferta/nowe-2-pokoje-z-balkonem-ul-jaworska-faktura-vat-ID4kvbD"
"Mieszkanie dwupokojowe z ogórdkiem 100m2, Wojszyce","Krzyki","2600","2","50","+ czynsz: 300 zł/miesiąc","/pl/oferta/mieszkanie-dwupokojowe-z-ogordkiem-100m2-wojszyce-ID4kFHQ"
"2 Pokojowe 55m2 | Wejherowska | Wolne Od Zaraz","Fabryczna","3000","2","55","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokojowe-55m2-wejherowska-wolne-od-zaraz-ID4kFGv"
"Mieszkanie trzypokojowe ul. Długa.","Stare Miasto","2800","3","55","+ czynsz: 800 zł/miesiąc","/pl/oferta/mieszkanie-trzypokojowe-ul-dluga-ID4kFEa"
"Nowoczesne 2 pokojowe mieszkanie","Krzyki","3050","2","40","+ czynsz: 450 zł/miesiąc","/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-ID4kxhP"
"Nowe 3 pok,taras, m.postojowe, Lux","Fabryczna","4000","3","56.55","+ czynsz: 705 zł/miesiąc","/pl/oferta/nowe-3-pok-taras-m-postojowe-lux-ID4kFBZ"
"Piękny Apartament|Widok na Odrę|Księcia Witolda","Stare Miasto","7300","3","83","+ czynsz: poszukaj w opisie","/pl/oferta/piekny-apartament-widok-na-odre-ksiecia-witolda-ID4kFAM"
"3 pok. |odświeżone| Balkon | Garaż | Jagodno","Krzyki","3300","3","67","+ czynsz: poszukaj w opisie","/pl/oferta/3-pok-odswiezone-balkon-garaz-jagodno-ID4kFAi"
"2 pokoje, taras, Lux – pl. Bema","Stare Miasto","4100","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-taras-lux-pl-bema-ID4kFAf"
"Wysoki standard, 3 pokoje, ogródek - pl Bema","Stare Miasto","3800","3","52","+ czynsz: poszukaj w opisie","/pl/oferta/wysoki-standard-3-pokoje-ogrodek-pl-bema-ID4kFAe"
"Ołtaszyn|2 pokoje|balkon|45m2|wynajem","Krzyki","2500","2","45","+ czynsz: 700 zł/miesiąc","/pl/oferta/oltaszyn-2-pokoje-balkon-45m2-wynajem-ID4kFz7"
"Mieszkanie 42 m.kw. na Poleskiej","Psie Pole","2000","2","42","+ czynsz: 560 zł/miesiąc","/pl/oferta/mieszkanie-42-m-kw-na-poleskiej-ID486f7"
"Nowe 3 pokoje 66m2 | Pierwszy Najem | Centrum","Stare Miasto","3699","3","66.1","+ czynsz: poszukaj w opisie","/pl/oferta/nowe-3-pokoje-66m2-pierwszy-najem-centrum-ID4kBRJ"
"Przestronny, jasny apartament na Borku / 104m2","Krzyki","4500","3","104","+ czynsz: 1650 zł/miesiąc","/pl/oferta/przestronny-jasny-apartament-na-borku-104m2-ID4jT9w"
"nowe – Białowieska 114/66 - bez pośredników","Fabryczna","2807","2","39.12","+ czynsz: 353 zł/miesiąc","/pl/oferta/nowe-bialowieska-114-66-bez-posrednikow-ID4kFvs"
"Mieszkanie ul. Dzierżonia Oporów , 3 pokoje","Fabryczna","3000","3","65","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-ul-dzierzonia-oporow-3-pokoje-ID4kFw9"
"Centrum. Bezpośrednio. 2 pokoje+kuchnia+garaż","Śródmieście","3000","2","53","+ czynsz: 500 zł/miesiąc","/pl/oferta/centrum-bezposrednio-2-pokoje-kuchnia-garaz-ID4jI89"
"2 Pokoje 60m | Przestronne | Klima | Ołtaszyn","Krzyki","2600","2","60","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-60m-przestronne-klima-oltaszyn-ID4kFuO"
"Ścisłe Centrum | pl. Legionów | 2-pokoje","Fabryczna","2200","2","51.1","+ czynsz: 450 zł/miesiąc","/pl/oferta/scisle-centrum-pl-legionow-2-pokoje-ID4kuND"
"2-pokoje *Centrum *Galeria Wrlocłavia, PKP *43 m2","Krzyki","2690","2","43","+ czynsz: 700 zł/miesiąc","/pl/oferta/2-pokoje-centrum-galeria-wrloclavia-pkp-43-m2-ID4kx6j"
"Mieszkanie 2-pok | Parking | Rozkład | Potokowa","Fabryczna","2800","2","49","+ czynsz: 550 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-parking-rozklad-potokowa-ID4kFsI"
"Mieszkanie z antresolą i ogródkiem 50m2, Klecina","Krzyki","2750","1","50","+ czynsz: 650 zł/miesiąc","/pl/oferta/mieszkanie-z-antresola-i-ogrodkiem-50m2-klecina-ID4k4k2"
"przy Powstańców Śląskich, 2 pokojowe - od już","Krzyki","2300","2","46","+ czynsz: 500 zł/miesiąc","/pl/oferta/przy-powstancow-slaskich-2-pokojowe-od-juz-ID4kop3"
"PIERWSZY NAJEM - mieszkanie ul. Czartoryskiego 51m","Psie Pole","3100","2","51","+ czynsz: 450 zł/miesiąc","/pl/oferta/pierwszy-najem-mieszkanie-ul-czartoryskiego-51m-ID4k5td"
"Wrocław, Inżynierska, dwa pokoje z kuchnią","Fabryczna","3400","2","51.09","+ czynsz: 445 zł/miesiąc","/pl/oferta/wroclaw-inzynierska-dwa-pokoje-z-kuchnia-ID4kqlX"
"Eleganckie mieszkanie 2 pok I Garaż I Olimpia Port","Psie Pole","2600","2","50","+ czynsz: poszukaj w opisie","/pl/oferta/eleganckie-mieszkanie-2-pok-i-garaz-i-olimpia-port-ID4kFp2"
"3 pok ul. Mieszczańska Widok na rzekę Siłownia","Stare Miasto","3700","3","55","+ czynsz: 600 zł/miesiąc","/pl/oferta/3-pok-ul-mieszczanska-widok-na-rzeke-silownia-ID4kFmP"
"Kawalerka Wrocław Śródmieście WysokiStandard Klima","Śródmieście","2500","1","33","+ czynsz: 300 zł/miesiąc","/pl/oferta/kawalerka-wroclaw-srodmiescie-wysokistandard-klima-ID4itoA"
"Przytulny apartament w centrum Wrocławia","Stare Miasto","3800","2","37","+ czynsz: 800 zł/miesiąc","/pl/oferta/przytulny-apartament-w-centrum-wroclawia-ID4kuZ0"
"Wynajem* 2 pok* Maślice* cicha okolica*okazja","Fabryczna","2350","2","42","+ czynsz: 250 zł/miesiąc","/pl/oferta/wynajem-2-pok-maslice-cicha-okolicaokazja-ID4kFka"
"Apartament* 3pok* 55m2* Parking w cenie* Od Zaraz","Fabryczna","3500","3","55","+ czynsz: 600 zł/miesiąc","/pl/oferta/apartament-3pok-55m2-parking-w-cenie-od-zaraz-ID4kFk4"
"Kawalerka | Centrum| Nowe budownictwo","Psie Pole","2350","1","19.04","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-centrum-nowe-budownictwo-ID4kFjF"
"Apartament | wysoki sufit | wielkie okna | Borek","Krzyki","4190","2","62","+ czynsz: 400 zł/miesiąc","/pl/oferta/apartament-wysoki-sufit-wielkie-okna-borek-ID4jdwz"
"2 pokojowe mieszkanie z balkonem blisko centrum","Psie Pole","3270","2","39","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokojowe-mieszkanie-z-balkonem-blisko-centrum-ID4kFj7"
"Ołtaszyn- 2 pok/32m2, balkon, piwnica","Krzyki","2500","2","32","+ czynsz: 475 zł/miesiąc","/pl/oferta/oltaszyn-2-pok-32m2-balkon-piwnica-ID4kFiX"
"ul. Niklowa, Grabiszyn, 2 osobne pokoje, balkon","Fabryczna","2100","2","48","+ czynsz: 670,84 zł/miesiąc","/pl/oferta/ul-niklowa-grabiszyn-2-osobne-pokoje-balkon-ID45LZo"
"Nowe mieszkanie 2-pokojowe | Klimatyzacja|Oporów |","Fabryczna","3200","2","38","+ czynsz: 400 zł/miesiąc","/pl/oferta/nowe-mieszkanie-2-pokojowe-klimatyzacja-oporow-ID4kejN"
"2 pokoje ul. Tęczowa Media Miejskie Ochrona Balkon","Stare Miasto","2350","2","30","+ czynsz: 360 zł/miesiąc","/pl/oferta/2-pokoje-ul-teczowa-media-miejskie-ochrona-balkon-ID4kFhS"
"Luksusowy apartament w Centrum | Nowa Manufaktura","Krzyki","4400","2","39","+ czynsz: 450 zł/miesiąc","/pl/oferta/luksusowy-apartament-w-centrum-nowa-manufaktura-ID4kAe8"
"Kawalerka, 39mkw, ul Zielna, nowe bud","Psie Pole","1950","1","39","+ czynsz: 350 zł/miesiąc","/pl/oferta/kawalerka-39mkw-ul-zielna-nowe-bud-ID4kviS"
"Luksusowe 3 pokoje na Ołtaszynie, Złota Podkowa","Krzyki","7000","3","115","+ czynsz: 1000 zł/miesiąc","/pl/oferta/luksusowe-3-pokoje-na-oltaszynie-zlota-podkowa-ID4kFh9"
"Belvedere Park, 4 pokoje, taras, od zaraz!","Krzyki","7600","4","102","+ czynsz: poszukaj w opisie","/pl/oferta/belvedere-park-4-pokoje-taras-od-zaraz-ID4kFh8"
"Belvedere Park, 5 pokoi, Taras, garaż!","Krzyki","7000","5","130","+ czynsz: 2500 zł/miesiąc","/pl/oferta/belvedere-park-5-pokoi-taras-garaz-ID4kFh1"
"Studio | Bez prowizji | Zakładowa | Pets friendly","Psie Pole","1990","1","17.55","+ czynsz: 160 zł/miesiąc","/pl/oferta/studio-bez-prowizji-zakladowa-pets-friendly-ID4kqiz"
"Okolice Daszyńskiego BALKON/WINDA","Śródmieście","2100","1","37","+ czynsz: 450 zł/miesiąc","/pl/oferta/okolice-daszynskiego-balkon-winda-ID4kFgr"
"3M + Taras z panoramą na miasto••Nowy Dwór ••","Fabryczna","2990","3","53.25","+ czynsz: 750 zł/miesiąc","/pl/oferta/3m-taras-z-panorama-na-miastonowy-dwor-ID4kFg2"
"OKAZJA! Kawalerka w CENTRUM! (Kościuszki)","dolnośląskie","2200","1","31","+ czynsz: 450 zł/miesiąc","/pl/oferta/okazja-kawalerka-w-centrum-kosciuszki-ID4kooG"
"Piękne Mieszkanie Jagodno","Krzyki","3000","2","50","+ czynsz: 570 zł/miesiąc","/pl/oferta/piekne-mieszkanie-jagodno-ID4hmml"
"Nowe studio wys. standard 30 m ul. Na Grobli","Krzyki","2900","1","30","+ czynsz: 370 zł/miesiąc","/pl/oferta/nowe-studio-wys-standard-30-m-ul-na-grobli-ID4kFdl"
"3 pok | Balkon | Rozkład | Psie pole","Psie Pole","3500","3","61","+ czynsz: poszukaj w opisie","/pl/oferta/3-pok-balkon-rozklad-psie-pole-ID4kFdy"
"Okazja/Ołtaszyn ul. Unruga/Ogród","Krzyki","2500","2","50","+ czynsz: 500 zł/miesiąc","/pl/oferta/okazja-oltaszyn-ul-unruga-ogrod-ID4kFdp"
"Przytulne mieszkanie do wynajęcia, Stabłowice","Fabryczna","2500","2","38","+ czynsz: 550 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-do-wynajecia-stablowice-ID4kvT1"
"Atrakcyjne mieszkanie Wrocław Krzyki ul. Kukuczki","Krzyki","2700","2","53","+ czynsz: poszukaj w opisie","/pl/oferta/atrakcyjne-mieszkanie-wroclaw-krzyki-ul-kukuczki-ID4kFcd"
"Mieszkanie 4 pokoje, taras, miejsce parking, park","Krzyki","3500","4","76","+ czynsz: 1000 zł/miesiąc","/pl/oferta/mieszkanie-4-pokoje-taras-miejsce-parking-park-ID4kzZD"
"Kawalerka z balkonem i klimatyzacją, Gaj","Krzyki","2400","1","25","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-z-balkonem-i-klimatyzacja-gaj-ID4kFai"
"Mieszkanie 2-pokojowe Gaj/Krzyki","Krzyki","2650","2","50","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pokojowe-gaj-krzyki-ID4kFa3"
"Plac Bema, wysoki standard, z garażem","Nadodrze","3000","2","51","+ czynsz: 880 zł/miesiąc","/pl/oferta/plac-bema-wysoki-standard-z-garazem-ID4h2K5"
"Mieszkania ul. Henryka Poboznego 25","Stare Miasto","2100","1","18","+ czynsz: 500 zł/miesiąc","/pl/oferta/mieszkania-ul-henryka-poboznego-25-ID4iBuz"
"Mieszkanie typu studio 40m-Ołtaszyn Wrocław-2600","Krzyki","2600","1","40","+ czynsz: 300 zł/miesiąc","/pl/oferta/mieszkanie-typu-studio-40m-oltaszyn-wroclaw-2600-ID4kHLO"
"Pokój w mieszk.2-pok.,Pl. Kościuszki, Rynek/Renoma","Stare Miasto","900","2","11","+ czynsz: 200 zł/miesiąc","/pl/oferta/pokoj-w-mieszk-2-pok-pl-kosciuszki-rynek-renoma-ID4kEzY"
"Mieszkanie 2-pokojowe do wynajęcia","Fabryczna","2400","2","36","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pokojowe-do-wynajecia-ID4kE5l"
"Atrakcyjne 3 Pokojowe Z Balkonem + Garaż","Krzyki","3300","3","53.01","+ czynsz: poszukaj w opisie","/pl/oferta/atrakcyjne-3-pokojowe-z-balkonem-garaz-ID4kF95"
"Mieszkanie, 85 m², Wrocław","Fabryczna","3800","3","85","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-85-m-wroclaw-ID4kF8b"
"nowe – Białowieska 118/27 - bez pośredników","Fabryczna","2803","2","37.1","+ czynsz: 334 zł/miesiąc","/pl/oferta/nowe-bialowieska-118-27-bez-posrednikow-ID4kF83"
"kawalerka okolice Dworca PKP","Stare Miasto","1750","1","21","+ czynsz: 350 zł/miesiąc","/pl/oferta/kawalerka-okolice-dworca-pkp-ID4kF7F"
"Rozkładowe pokoje / blisko centrum /wysokie sufity","Śródmieście","2590","2","42","+ czynsz: 500 zł/miesiąc","/pl/oferta/rozkladowe-pokoje-blisko-centrum-wysokie-sufity-ID4kF6T"
"Mieszkanie, 3 pok. osobna kuchnia, Popowice, 55 m²","dolnośląskie","3300","3","55","+ czynsz: 720 zł/miesiąc","/pl/oferta/mieszkanie-3-pok-osobna-kuchnia-popowice-55-m-ID4kmdY"
"Zielone Stabłowice, Nowoczesne, Tanio, od teraz","Fabryczna","2275","2","40","+ czynsz: 475 zł/miesiąc","/pl/oferta/zielone-stablowice-nowoczesne-tanio-od-teraz-ID4kwRz"
"Mieszkanie, 2 pok. osobna kuchnia, Centrum, 45 m²","Krzyki","2500","2","45","+ czynsz: 730 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-osobna-kuchnia-centrum-45-m-ID4jSUk"
"Apartament, 2 pok. Taras, ul. Witolda Brossa","Krzyki","3500","2","42","+ czynsz: 700 zł/miesiąc","/pl/oferta/apartament-2-pok-taras-ul-witolda-brossa-ID4kmci"
"Piękna Kawalerka/Krzyki/ ul. Brossa/ 28m²","Krzyki","2600","1","28","+ czynsz: 600 zł/miesiąc","/pl/oferta/piekna-kawalerka-krzyki-ul-brossa-28m-ID4krCM"
"Mieszkanie, 2 pok. osobna kuchnia,Szklarska ,42 m²","Fabryczna","2900","2","42.33","+ czynsz: 330 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-osobna-kuchnia-szklarska-42-m-ID4ksr5"
"Piękna Kawalerka 30 m²/Centrum/ul. Dmowskiego","dolnośląskie","2350","1","30","+ czynsz: 500 zł/miesiąc","/pl/oferta/piekna-kawalerka-30-m-centrum-ul-dmowskiego-ID4kc0s"
"Kawalerka-Centrum/36m2-2600 zł z opłatami","Śródmieście","2600","1","36","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-centrum-36m2-2600-zl-z-oplatami-ID4kF54"
"Okazja/Kawalerka z balkonem-27m2","Fabryczna","2100","1","27","+ czynsz: poszukaj w opisie","/pl/oferta/okazja-kawalerka-z-balkonem-27m2-ID4kF53"
"Słoneczne mieszkanie z balkonem na wynajem!","Krzyki","2650","2","32","+ czynsz: 283 zł/miesiąc","/pl/oferta/sloneczne-mieszkanie-z-balkonem-na-wynajem-ID4kF4L"
"Angel River 2022! Nowe! Wyposażone! Siłownia! SPA!","Stare Miasto","2500","1","27","+ czynsz: 400 zł/miesiąc","/pl/oferta/angel-river-2022-nowe-wyposazone-silownia-spa-ID4kqa7"
"SIENKIEWICZA! Media Miejskie! Wyposażone!","Śródmieście","2100","1","27","+ czynsz: 400 zł/miesiąc","/pl/oferta/sienkiewicza-media-miejskie-wyposazone-ID4kq98"
"nowe – Madalińskiego 3/35 - bez pośredników","Krzyki","2755","2","37.29","+ czynsz: 347 zł/miesiąc","/pl/oferta/nowe-madalinskiego-3-35-bez-posrednikow-ID4kF2d"
"3-Pokojowe Mieszkanie W Centrum Wrocławia","Stare Miasto","4200","3","57","+ czynsz: 600 zł/miesiąc","/pl/oferta/3-pokojowe-mieszkanie-w-centrum-wroclawia-ID4knWA"
"Świetne mieszkanie 2 pok. niedaleko Al.Kromera!","Psie Pole","2300","2","50.5","+ czynsz: poszukaj w opisie","/pl/oferta/swietne-mieszkanie-2-pok-niedaleko-al-kromera-ID4kzil"
"Sołtysowicka - 2 pokojowe","Psie Pole","2000","2","40","+ czynsz: 650 zł/miesiąc","/pl/oferta/soltysowicka-2-pokojowe-ID4kF0x"
"Nowe,50m,2pok,Pradzynskiego,bez posrednikow","Krzyki","3400","2","50","+ czynsz: 800 zł/miesiąc","/pl/oferta/nowe-50m-2pok-pradzynskiego-bez-posrednikow-ID46uhm"
"Mieszkanie z garażem/Apartment with a garage","Krzyki","2600","2","39","+ czynsz: 560 zł/miesiąc","/pl/oferta/mieszkanie-z-garazem-apartment-with-a-garage-ID4eXx3"
"LUX Standard✅Blisko Rynku ✅ Akceptujemy Zwierzęta✅","Stare Miasto","3800","2","45.34","+ czynsz: 685 zł/miesiąc","/pl/oferta/lux-standardblisko-rynku-akceptujemy-zwierzeta-ID4kF0h"
"mieszkanie do wynajęcia Wrocław Karłowice","Psie Pole","4500","4","80","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-do-wynajecia-wroclaw-karlowice-ID4kEZv"
"Nowa kawalerka przy rzece, blisko centrum","Krzyki","1900","1","24","+ czynsz: 450 zł/miesiąc","/pl/oferta/nowa-kawalerka-przy-rzece-blisko-centrum-ID4kEZN"
"Nowe 2-pokojowe mieszkanie na Klecinie, klima","Krzyki","3000","2","47","+ czynsz: 500 zł/miesiąc","/pl/oferta/nowe-2-pokojowe-mieszkanie-na-klecinie-klima-ID4kepI"
"Przestronne 4-pokojowe na nowym osiedlu w centrum","Stare Miasto","7000","4","89","+ czynsz: 900 zł/miesiąc","/pl/oferta/przestronne-4-pokojowe-na-nowym-osiedlu-w-centrum-ID4kesz"
"Mieszkanie do wynajęcia centrum","Krzyki","2200","1","40","+ czynsz: 500 zł/miesiąc","/pl/oferta/mieszkanie-do-wynajecia-centrum-ID4kEZi"
"Alpejska, Gaj - 3 - pokojowe mieszkanie","Krzyki","3200","3","70","+ czynsz: 900 zł/miesiąc","/pl/oferta/alpejska-gaj-3-pokojowe-mieszkanie-ID4kedS"
"Maślice, od kwietnia, duży balkon, wysoki standard","Fabryczna","2600","2","47","+ czynsz: 500 zł/miesiąc","/pl/oferta/maslice-od-kwietnia-duzy-balkon-wysoki-standard-ID4bvPQ"
"Wygodna kawalerka. Blisko Obornickiej/Żmigrodzkiej","Psie Pole","1850","1","26","+ czynsz: 440 zł/miesiąc","/pl/oferta/wygodna-kawalerka-blisko-obornickiej-zmigrodzkiej-ID4kEXa"
"Kawalerka Apartament Gwiaździsta przy Sky Tower","Krzyki","2800","1","35","+ czynsz: 460 zł/miesiąc","/pl/oferta/kawalerka-apartament-gwiazdzista-przy-sky-tower-ID4kEVI"
"Balkon Winda Garaż Pierwszy Najem","Stare Miasto","2900","2","40","+ czynsz: 480 zł/miesiąc","/pl/oferta/balkon-winda-garaz-pierwszy-najem-ID4ktnn"
"Piękne 2 pok, balkon, Psie Pole","Psie Pole","3000","2","53.34","+ czynsz: 473 zł/miesiąc","/pl/oferta/piekne-2-pok-balkon-psie-pole-ID4iUN9"
"Mieszkanie dla rodziny, dwa pokoje","dolnośląskie","2500","2","45","+ czynsz: 1 zł/miesiąc","/pl/oferta/mieszkanie-dla-rodziny-dwa-pokoje-ID4kEUC"
"Walońska 2 pokoje Centrum/ Strefa Spa-Siłownia","Krzyki","4000","2","40","+ czynsz: 700 zł/miesiąc","/pl/oferta/walonska-2-pokoje-centrum-strefa-spa-silownia-ID4kEUA"
"Złotnicka ok./2pok/ogród/parking/osobne wejście","Fabryczna","2800","2","69.04","+ czynsz: poszukaj w opisie","/pl/oferta/zlotnicka-ok-2pok-ogrod-parking-osobne-wejscie-ID4kETP"
"Złotnicka ok. /4pok/ogród/parking/balkon/poddasze","Fabryczna","3300","3","79.23","+ czynsz: poszukaj w opisie","/pl/oferta/zlotnicka-ok-4pok-ogrod-parking-balkon-poddasze-ID4kETN"
"Złotnicka ok. /2pok/ogród/taras/parking","Fabryczna","2800","2","79.34","+ czynsz: poszukaj w opisie","/pl/oferta/zlotnicka-ok-2pok-ogrod-taras-parking-ID4kETO"
"Przestronne mieszkanie z ogródkiem Wrocław Jagodno","Krzyki","2950","3","72","+ czynsz: 500 zł/miesiąc","/pl/oferta/przestronne-mieszkanie-z-ogrodkiem-wroclaw-jagodno-ID3SdLq"
